"구","동","단지명","ym","p1","p2"
"용산구","보광동","신동아1","2024 년 07 월",246000,9558.45990815966
"용산구","보광동","신동아1","2024 년 08 월",250000,9713.88202048746
"용산구","보광동","신동아1","2024 년 09 월",240500,9344.75450370893
"용산구","보광동","신동아1","2024 년 10 월",270000,10490.9925821265
"용산구","보광동","신동아1","2024 년 11 월",260000,10102.437301307
"용산구","보광동","신동아1","2024 년 12 월",280000,10879.547862946
"용산구","보광동","신동아1","2025 년 02 월",290000,11268.1031437655
"용산구","보광동","신동아1","2025 년 03 월",340800,13241.9639703285
"용산구","산천동","리버힐삼성","2024 년 03 월",103000,5707.80856423174
"용산구","산천동","리버힐삼성","2024 년 05 월",122500,4900.54998442195
"용산구","산천동","리버힐삼성","2024 년 06 월",116500,5123.75569576404
"용산구","산천동","리버힐삼성","2024 년 07 월",126980,5357.45952857489
"용산구","산천동","리버힐삼성","2024 년 08 월",118050,5529.42446674369
"용산구","산천동","리버힐삼성","2024 년 10 월",124375,5289.78663239159
"용산구","산천동","리버힐삼성","2024 년 11 월",104500,5790.93198992443
"용산구","산천동","리버힐삼성","2024 년 12 월",103500,5735.51637279597
"용산구","산천동","리버힐삼성","2025 년 01 월",113950,5728.81684118296
"용산구","산천동","리버힐삼성","2025 년 02 월",107133.333333333,5936.85978169605
"용산구","산천동","리버힐삼성","2025 년 03 월",116730,5908.99040402454
"용산구","산천동","리버힐삼성","2025 년 04 월",106666.666666667,5910.99916036944
"용산구","산천동","리버힐삼성","2025 년 05 월",130666.666666667,5778.5447987791
"용산구","산천동","리버힐삼성","2025 년 06 월",131800,5876.67948964277
"용산구","산천동","한강타운","2024 년 02 월",79000,4367.56575640811
"용산구","산천동","한강타운","2024 년 03 월",77500,4284.63729267884
"용산구","산천동","한강타운","2024 년 04 월",82000,4533.42268386664
"용산구","산천동","한강타운","2024 년 05 월",81016.6666666667,4479.05846875524
"용산구","산천동","한강타운","2024 년 06 월",85000,4699.27961132518
"용산구","산천동","한강타운","2024 년 07 월",87666.6666666667,4846.70799128832
"용산구","산천동","한강타운","2024 년 08 월",88166.6666666667,4874.35081253141
"용산구","산천동","한강타운","2024 년 11 월",85500,4726.92243256827
"용산구","산천동","한강타운","2025 년 01 월",88000,4865.13653878372
"용산구","산천동","한강타운","2025 년 03 월",87500,4837.49371754063
"용산구","산천동","한강타운","2025 년 04 월",82000,4533.42268386664
"용산구","산천동","한강타운","2025 년 05 월",88125,4872.04724409449
"용산구","산천동","한강타운","2025 년 06 월",89166.6666666667,4929.63645501759
"용산구","서빙고동","그린파크(코오롱하늘채)","2024 년 07 월",174500,4889.6153519572
"용산구","서빙고동","그린파크(코오롱하늘채)","2024 년 11 월",193500,6098.85386819484
"용산구","서빙고동","그린파크(코오롱하늘채)","2025 년 03 월",128166.666666667,7051.5171723908
"용산구","서빙고동","금호베스트빌1","2024 년 01 월",160000,3372.07817090305
"용산구","서빙고동","금호베스트빌1","2024 년 02 월",159000,6177.30162467624
"용산구","서빙고동","금호베스트빌1","2024 년 04 월",139000,5400.28255238992
"용산구","서빙고동","금호베스트빌1","2024 년 05 월",167000,4919.25983609564
"용산구","서빙고동","금호베스트빌1","2024 년 06 월",157500,6119.02519425477
"용산구","서빙고동","금호베스트빌1","2024 년 08 월",167000,6488.10925359077
"용산구","서빙고동","금호베스트빌1","2024 년 10 월",205000,4665.83902338092
"용산구","서빙고동","금호베스트빌1","2025 년 03 월",185000,5602.86425382183
"용산구","서빙고동","금호베스트빌1","2025 년 04 월",170500,6624.08759124088
"용산구","서빙고동","신동아","2024 년 03 월",365000,7006.03295642732
"용산구","서빙고동","신동아","2024 년 04 월",361000,7134.38735177866
"용산구","서빙고동","신동아","2024 년 05 월",250000,8624.2943759147
"용산구","서빙고동","신동아","2024 년 06 월",258000,8900.27179594397
"용산구","서빙고동","신동아","2024 년 07 월",381916.666666667,7168.93790861533
"용산구","서빙고동","신동아","2024 년 08 월",340666.666666667,7983.80796818408
"용산구","서빙고동","신동아","2024 년 09 월",354500,8745.36438848378
"용산구","서빙고동","신동아","2024 년 11 월",317250,9840.86070046955
"용산구","서빙고동","신동아","2025 년 01 월",375666.666666667,8296.34068553809
"용산구","서빙고동","신동아","2025 년 02 월",381666.666666667,8314.49427641659
"용산구","서빙고동","신동아","2025 년 03 월",400000,9374.33420921809
"용산구","서빙고동","신동아","2025 년 04 월",443000,8754.94071146245
"용산구","서빙고동","신동아","2025 년 05 월",420000,7466.60995521048
"용산구","서빙고동","신동아","2025 년 06 월",462285.714285714,9919.66504098103
"용산구","신계동","용산e편한세상","2024 년 01 월",170000,6608.55224408057
"용산구","신계동","용산e편한세상","2024 년 03 월",173500,6772.23459366494
"용산구","신계동","용산e편한세상","2024 년 05 월",180750,6912.67178105001
"용산구","신계동","용산e편한세상","2024 년 06 월",214000,6845.63001431139
"용산구","신계동","용산e편한세상","2024 년 07 월",191777.777777778,7338.08785286668
"용산구","신계동","용산e편한세상","2024 년 08 월",180666.666666667,7923.83077394234
"용산구","신계동","용산e편한세상","2024 년 10 월",183000,8429.16175869411
"용산구","신계동","용산e편한세상","2024 년 12 월",155650,8610.95453040064
"용산구","신계동","용산e편한세상","2025 년 01 월",182750,7881.4814841192
"용산구","신계동","용산e편한세상","2025 년 02 월",209750,8219.62949768436
"용산구","신계동","용산e편한세상","2025 년 03 월",208500,7523.57974421072
"용산구","신계동","용산e편한세상","2025 년 04 월",188750,8718.36359624869
"용산구","신계동","용산e편한세상","2025 년 05 월",228750,7390.19662090973
"용산구","신계동","용산e편한세상","2025 년 06 월",230666.666666667,7922.81580749241
"용산구","신창동","세방리버하이빌","2024 년 07 월",110000,4282.17529786481
"용산구","신창동","세방리버하이빌","2025 년 03 월",115700,4504.0698360269
"용산구","신창동","세방리버하이빌","2025 년 05 월",103000,4009.67323345523
"용산구","신창동","세방리버하이빌","2025 년 06 월",109000,5088.37514714643
"용산구","용문동","대호드림빌(38-213)","2025 년 01 월",81500,3215.18230723252
"용산구","용문동","브라운스톤","2024 년 03 월",101000,5560.56056056056
"용산구","용문동","브라운스톤","2024 년 04 월",95000,5230.23023023023
"용산구","용문동","브라운스톤","2024 년 08 월",126666.666666667,5515.01259996044
"용산구","용문동","브라운스톤","2024 년 09 월",136500,5300.6589785832
"용산구","용문동","브라운스톤","2024 년 10 월",138000,5358.90797834785
"용산구","용문동","브라운스톤","2025 년 03 월",140000,5435.93363925168
"용산구","용문동","삼성하이츠","2024 년 02 월",75000,2932.81194454319
"용산구","용산동2가","용암한신","2025 년 01 월",79000,3587.94384805946
"용산구","용산동2가","한신","2024 년 02 월",95500,4018.23281907433
"용산구","용산동2가","한신","2024 년 07 월",82500,3414.8322549745
"용산구","용산동5가","용산파크타워(24-0)","2024 년 03 월",309500,7348.40923181499
"용산구","용산동5가","용산파크타워(24-0)","2024 년 05 월",313000,6686.73528840552
"용산구","용산동5가","용산파크타워(24-0)","2024 년 07 월",314000,8425.79059414996
"용산구","용산동5가","용산파크타워(24-0)","2024 년 09 월",340000,8530.37329886718
"용산구","용산동5가","용산파크타워(24-0)","2024 년 10 월",288000,8040.60913705584
"용산구","용산동5가","용산파크타워(24-0)","2024 년 11 월",271750,7749.99409262746
"용산구","용산동5가","용산파크타워(24-0)","2025 년 02 월",341000,9016.82692307692
"용산구","용산동5가","용산파크타워(24-0)","2025 년 03 월",337250,8145.49841130257
"용산구","용산동5가","용산파크타워(24-0)","2025 년 05 월",316000,7928.22930130008
"용산구","용산동5가","용산파크타워(24-0)","2025 년 06 월",330000,8279.47996654756
"용산구","용산동5가","용산파크타워(24-1)","2024 년 01 월",280000,6585.41800299337
"용산구","용산동5가","용산파크타워(24-1)","2024 년 04 월",288000,6773.5728030789
"용산구","용산동5가","용산파크타워(24-1)","2024 년 05 월",445000,9274.93210383376
"용산구","용산동5가","용산파크타워(24-1)","2024 년 07 월",241666.666666667,7841.29948317118
"용산구","용산동5가","용산파크타워(24-1)","2024 년 08 월",270000,9285.11879949979
"용산구","용산동5가","용산파크타워(24-1)","2024 년 09 월",330000,8483.95138672484
"용산구","용산동5가","용산파크타워(24-1)","2025 년 02 월",283000,9732.18007503126
"용산구","용산동5가","용산파크타워(24-1)","2025 년 03 월",392500,8934.99047012133
"용산구","원효로1가","로얄카운티-2","2024 년 06 월",140000,3434.17825020442
"용산구","원효로1가","로얄카운티-2","2024 년 08 월",154000,3811.02362204724
"용산구","원효로1가","리첸시아용산A","2024 년 02 월",150000,4029.30402930403
"용산구","원효로1가","리첸시아용산A","2024 년 07 월",165000,4443.44703770197
"용산구","원효로1가","리첸시아용산A","2024 년 08 월",153500,4133.75224416517
"용산구","원효로1가","리첸시아용산A","2024 년 10 월",161500,4349.1921005386
"용산구","원효로1가","리첸시아용산A","2025 년 03 월",173000,4658.8868940754
"용산구","원효로1가","시온캐슬용산","2024 년 03 월",50000,6969.96578380433
"용산구","원효로1가","시온캐슬용산","2024 년 09 월",37000,6316.60631143301
"용산구","원효로1가","용산더프라임","2024 년 04 월",137000,6430.7189867123
"용산구","원효로1가","용산더프라임","2024 년 06 월",181000,4829.67179578404
"용산구","원효로1가","용산더프라임","2024 년 07 월",153666.666666667,5805.72541834064
"용산구","원효로1가","용산더프라임","2024 년 08 월",142000,6630.07850475909
"용산구","원효로1가","용산더프라임","2024 년 10 월",193500,6177.83994109484
"용산구","원효로1가","용산더프라임","2024 년 11 월",164000,6368.85708906044
"용산구","원효로1가","용산더프라임","2024 년 12 월",199966.666666667,5526.49529665169
"용산구","원효로1가","용산더프라임","2025 년 02 월",92000,6254.98534837487
"용산구","원효로1가","용산더프라임","2025 년 03 월",166333.333333333,6130.89450092699
"용산구","원효로1가","용산더프라임","2025 년 04 월",169000,6563.02956128789
"용산구","원효로1가","용산더프라임","2025 년 05 월",107750,7003.2309857454
"용산구","원효로1가","용산파크뷰(46-3)","2024 년 03 월",48000,5581.39534883721
"용산구","원효로1가","용산파크뷰(46-3)","2024 년 11 월",48500,5805.22306855277
"용산구","원효로3가","용산소미글로벌리버파크","2024 년 11 월",49000,6331.48748424275
"용산구","원효로3가","용산소미글로벌리버파크","2025 년 03 월",52000,7467.36292428198
"용산구","원효로3가","용산소미글로벌리버파크","2025 년 04 월",54000,6734.69387755102
"용산구","원효로3가","용산소미글로벌리버파크","2025 년 05 월",45000,7945.4253611557
"용산구","원효로4가","강변삼성스위트","2024 년 01 월",110000,6056.05605605606
"용산구","원효로4가","강변삼성스위트","2024 년 02 월",108800,5991.98931909212
"용산구","원효로4가","강변삼성스위트","2024 년 04 월",119000,6551.55155155155
"용산구","원효로4가","강변삼성스위트","2024 년 06 월",127500,5926.97821496408
"용산구","원효로4가","강변삼성스위트","2024 년 07 월",98000,5397.19626168224
"용산구","원효로4가","강변삼성스위트","2024 년 08 월",121000,5520.56296579265
"용산구","원효로4가","강변삼성스위트","2024 년 10 월",112000,6168.22429906542
"용산구","원효로4가","강변삼성스위트","2025 년 01 월",113000,6223.29773030708
"용산구","원효로4가","강변삼성스위트","2025 년 02 월",123166.666666667,6392.56156211126
"용산구","원효로4가","강변삼성스위트","2025 년 03 월",135333.333333333,6250.68205236394
"용산구","원효로4가","산호","2024 년 03 월",216000,8276.82303762192
"용산구","원효로4가","산호","2024 년 08 월",177500,7147.75389826612
"용산구","원효로4가","산호","2024 년 10 월",180000,7613.43245321712
"용산구","원효로4가","산호","2024 년 12 월",205000,6731.34328358209
"용산구","원효로4가","산호","2025 년 01 월",128000,10439.9406821552
"용산구","원효로4가","산호","2025 년 02 월",195000,6988.39628406831
"용산구","원효로4가","산호","2025 년 03 월",198750,7483.29194684165
"용산구","원효로4가","산호","2025 년 05 월",171000,7229.05457340507
"용산구","원효로4가","산호","2025 년 06 월",196750,8005.54757664624
"용산구","원효로4가","풍전","2024 년 02 월",92500,3987.06896551724
"용산구","원효로4가","풍전","2024 년 03 월",92000,3715.1248164464
"용산구","원효로4가","풍전","2024 년 07 월",101500,4496.66668418968
"용산구","원효로4가","한강수","2024 년 03 월",189000,2867.71805600257
"용산구","원효로4가","한강수","2024 년 07 월",144000,3373.08347529813
"용산구","이촌동","G&D용산드림","2025 년 03 월",69000,14284.8180677541
"용산구","이촌동","LG한강자이","2024 년 01 월",345000,6719.19263456091
"용산구","이촌동","LG한강자이","2024 년 03 월",414333.333333333,7431.36237919545
"용산구","이촌동","LG한강자이","2024 년 04 월",365000,7959.1022100006
"용산구","이촌동","LG한강자이","2024 년 05 월",362500,9486.29642377821
"용산구","이촌동","LG한강자이","2024 년 06 월",217000,10786.2629914144
"용산구","이촌동","LG한강자이","2024 년 07 월",550000,8642.44559782868
"용산구","이촌동","LG한강자이","2024 년 09 월",540000,8485.3102233227
"용산구","이촌동","LG한강자이","2024 년 12 월",354000,9997.53403701174
"용산구","이촌동","LG한강자이","2025 년 01 월",218000,10835.9692724808
"용산구","이촌동","LG한강자이","2025 년 02 월",420437.5,8764.4706941855
"용산구","이촌동","LG한강자이","2025 년 03 월",416500,9175.21070048497
"용산구","이촌동","LG한강자이","2025 년 04 월",400000,9866.208236789
"용산구","이촌동","LG한강자이","2025 년 05 월",390000,9546.06141522029
"용산구","이촌동","LG한강자이","2025 년 06 월",445000,10896.2525713884
"용산구","이촌동","LG한강자이","2025 년 07 월",480000,9348.44192634561
"용산구","이촌동","강변","2024 년 07 월",89000,4444.61259079903
"용산구","이촌동","강변","2024 년 09 월",95500,4891.35495887009
"용산구","이촌동","강변","2024 년 12 월",91000,4615.86988966064
"용산구","이촌동","강변","2025 년 01 월",85000,4244.85472154964
"용산구","이촌동","강변","2025 년 02 월",96500,4819.15859564165
"용산구","이촌동","강변","2025 년 03 월",92600,4696.78093499374
"용산구","이촌동","강서","2025 년 03 월",81500,5011.31204023043
"용산구","이촌동","강촌","2024 년 01 월",182000,7078.37360047142
"용산구","이촌동","강촌","2024 년 03 월",186750,7266.38717861754
"용산구","이촌동","강촌","2024 년 04 월",187150,7648.03986926006
"용산구","이촌동","강촌","2024 년 05 월",192000,6668.09503727327
"용산구","이촌동","강촌","2024 년 06 월",187907.692307692,8037.6623627314
"용산구","이촌동","강촌","2024 년 07 월",189375,8736.14442458211
"용산구","이촌동","강촌","2024 년 08 월",199800,8133.21246307149
"용산구","이촌동","강촌","2024 년 09 월",208500,8287.51436709419
"용산구","이촌동","강촌","2024 년 10 월",211640,8788.59565041251
"용산구","이촌동","강촌","2024 년 11 월",239000,7992.95965399707
"용산구","이촌동","강촌","2025 년 01 월",202033.333333333,8608.49983937576
"용산구","이촌동","강촌","2025 년 02 월",189875,8227.19761449457
"용산구","이촌동","강촌","2025 년 03 월",218038.461538462,8770.58459912286
"용산구","이촌동","강촌","2025 년 04 월",180000,10047.3612990528
"용산구","이촌동","강촌","2025 년 05 월",186250,10396.2280108254
"용산구","이촌동","강촌","2025 년 06 월",247250,9725.8010218856
"용산구","이촌동","대림","2024 년 01 월",182500,7103.68011323425
"용산구","이촌동","대림","2024 년 02 월",198000,7707.00636942675
"용산구","이촌동","대림","2024 년 04 월",270000,7750.52192066806
"용산구","이촌동","대림","2024 년 05 월",180000,5167.01461377871
"용산구","이촌동","대림","2024 년 07 월",179000,8227.45586466958
"용산구","이촌동","대림","2024 년 08 월",189750,7182.85123092901
"용산구","이촌동","대림","2024 년 09 월",210000,8174.09766454352
"용산구","이촌동","대림","2024 년 11 월",155000,8637.28470111449
"용산구","이촌동","대림","2025 년 01 월",268000,7693.11064718163
"용산구","이촌동","대림","2025 년 02 월",176500,8096.54489251996
"용산구","이촌동","대림","2025 년 03 월",154000,7912.91459891541
"용산구","이촌동","대림","2025 년 04 월",206000,8018.40056617127
"용산구","이촌동","동부센트레빌","2024 년 01 월",192375,6290.6774742939
"용산구","이촌동","동부센트레빌","2024 년 02 월",216500,7084.00217994451
"용산구","이촌동","동부센트레빌","2024 년 03 월",197000,6449.40476190476
"용산구","이촌동","동부센트레빌","2024 년 04 월",215000,7030.32104637336
"용산구","이촌동","동부센트레빌","2024 년 05 월",214000,7648.23994479989
"용산구","이촌동","동부센트레빌","2024 년 06 월",196666.666666667,6430.83630598494
"용산구","이촌동","동부센트레빌","2024 년 07 월",218250,7137.97202640469
"용산구","이촌동","동부센트레빌","2024 년 08 월",210000,6875
"용산구","이촌동","동부센트레빌","2024 년 11 월",210000,6866.82520808561
"용산구","이촌동","동부센트레빌","2024 년 12 월",195000,6376.33769322235
"용산구","이촌동","동부센트레빌","2025 년 02 월",226875,7564.28089133095
"용산구","이촌동","동부센트레빌","2025 년 03 월",225750,7381.83709869203
"용산구","이촌동","동아그린","2024 년 02 월",114000,6155.29251048327
"용산구","이촌동","동아그린","2024 년 03 월",125980,5433.14732474468
"용산구","이촌동","동아그린","2024 년 04 월",107000,6095.68399996506
"용산구","이촌동","동아그린","2024 년 05 월",136600,5314.54845555294
"용산구","이촌동","동아그린","2024 년 06 월",117766.666666667,7233.5195742583
"용산구","이촌동","동아그린","2024 년 07 월",137566.666666667,6764.96282376539
"용산구","이촌동","동아그린","2024 년 08 월",120100,7800.18919044188
"용산구","이촌동","동아그린","2024 년 09 월",135000,7477.3413897281
"용산구","이촌동","동아그린","2024 년 11 월",124000,6582.15428389333
"용산구","이촌동","동아그린","2024 년 12 월",118000,7612.45033224201
"용산구","이촌동","동아그린","2025 년 01 월",142500,6656.61457602415
"용산구","이촌동","동아그린","2025 년 02 월",116000,8162.61950810485
"용산구","이촌동","동아그린","2025 년 03 월",121625,7779.76608599653
"용산구","이촌동","동아그린","2025 년 05 월",118000,9051.60390516039
"용산구","이촌동","동아그린","2025 년 06 월",120000,8121.4109926169
"용산구","이촌동","동원베네스트","2024 년 04 월",140000,5437.02117143093
"용산구","이촌동","동원베네스트","2024 년 09 월",150000,5825.37982653313
"용산구","이촌동","동원베네스트","2025 년 02 월",155000,6019.55915408424
"용산구","이촌동","동원베네스트","2025 년 03 월",160000,6213.73848163534
"용산구","이촌동","두산위브트레지움","2024 년 06 월",145000,5370.97317319564
"용산구","이촌동","두산위브트레지움","2024 년 09 월",145000,5370.97317319564
"용산구","이촌동","두산위브트레지움","2025 년 06 월",162800,6030.30643169828
"용산구","이촌동","래미안첼리투스","2024 년 02 월",376665.333333333,9995.94370727785
"용산구","이촌동","래미안첼리투스","2024 년 03 월",406786.8,10812.027619266
"용산구","이촌동","래미안첼리투스","2024 년 05 월",397000,10563.6187711659
"용산구","이촌동","래미안첼리투스","2024 년 06 월",443744.5,11807.4250120948
"용산구","이촌동","래미안첼리투스","2024 년 08 월",494924.5,13152.6594765932
"용산구","이촌동","래미안첼리투스","2024 년 10 월",405000,10776.4876632801
"용산구","이촌동","래미안첼리투스","2024 년 11 월",443000,11777.728951068
"용산구","이촌동","래미안첼리투스","2024 년 12 월",413000,10989.3565553943
"용산구","이촌동","래미안첼리투스","2025 년 01 월",444332,11823.0575713595
"용산구","이촌동","래미안첼리투스","2025 년 02 월",482498,12838.6018384132
"용산구","이촌동","래미안첼리투스","2025 년 03 월",436248.5,11600.9055028091
"용산구","이촌동","래미안첼리투스","2025 년 06 월",423750,11275.3991291727
"용산구","이촌동","리버뷰","2024 년 03 월",120000,2600.13131976362
"용산구","이촌동","리버뷰","2024 년 10 월",150000,3562.68893047359
"용산구","이촌동","미주B","2024 년 01 월",145000,3209.47078945603
"용산구","이촌동","미주B","2025 년 05 월",178500,3950.17435622318
"용산구","이촌동","반도","2024 년 02 월",270000,6541.36994346964
"용산구","이촌동","반도","2024 년 06 월",315000,7631.59826738125
"용산구","이촌동","반도","2024 년 07 월",292000,5883.23494222005
"용산구","이촌동","반도","2025 년 01 월",332000,8043.46230085897
"용산구","이촌동","반도","2025 년 03 월",345000,8358.41714998899
"용산구","이촌동","반도","2025 년 06 월",337000,8164.59878129359
"용산구","이촌동","보람더하임","2025 년 04 월",158000,6167.91054045518
"용산구","이촌동","보람더하임","2025 년 05 월",173500,6771.04459132626
"용산구","이촌동","북한강(성원)","2024 년 05 월",170000,9420.65491183879
"용산구","이촌동","북한강(성원)","2024 년 06 월",163000,9032.74559193955
"용산구","이촌동","북한강(성원)","2024 년 07 월",165000,9143.57682619647
"용산구","이촌동","북한강(성원)","2024 년 08 월",168000,9309.82367758186
"용산구","이촌동","북한강(성원)","2025 년 03 월",150666.666666667,8349.28631402183
"용산구","이촌동","북한강(성원)","2025 년 04 월",160000,8866.49874055416
"용산구","이촌동","북한강(성원)","2025 년 05 월",170000,9420.65491183879
"용산구","이촌동","북한강(성원)","2025 년 06 월",175000,9697.73299748111
"용산구","이촌동","빌라맨션","2024 년 04 월",240000,3447.22524483134
"용산구","이촌동","삼익","2024 년 04 월",222000,5045.80205248295
"용산구","이촌동","삼익","2024 년 06 월",205750,6475.06198741179
"용산구","이촌동","삼익","2024 년 07 월",260666.666666667,5924.65045802052
"용산구","이촌동","삼익","2024 년 08 월",220000,6923.51707037955
"용산구","이촌동","삼익","2024 년 10 월",228000,7175.28132748426
"용산구","이촌동","삼익","2024 년 11 월",227000,7143.81079534617
"용산구","이촌동","삼익","2025 년 02 월",240000,5454.92113781941
"용산구","이촌동","삼익","2025 년 03 월",235285.714285714,7015.66501917166
"용산구","이촌동","삼익","2025 년 05 월",265000,6023.1420896756
"용산구","이촌동","왕궁","2024 년 06 월",235000,7567.33021077283
"용산구","이촌동","왕궁","2024 년 07 월",249000,8018.14988290398
"용산구","이촌동","왕궁","2024 년 08 월",249333.333333333,8028.88368462139
"용산구","이촌동","왕궁","2025 년 01 월",285000,9177.40046838407
"용산구","이촌동","왕궁","2025 년 02 월",248500,8002.04918032787
"용산구","이촌동","왕궁","2025 년 03 월",258250,8316.01288056206
"용산구","이촌동","왕궁","2025 년 06 월",270000,8694.3793911007
"용산구","이촌동","우성","2024 년 03 월",138500,7853.09278350515
"용산구","이촌동","우성","2024 년 05 월",136166.666666667,7720.79037800687
"용산구","이촌동","우성","2024 년 06 월",154500,7328.3661042716
"용산구","이촌동","우성","2024 년 07 월",137000,7768.0412371134
"용산구","이촌동","우성","2024 년 08 월",166000,8206.99425696498
"용산구","이촌동","우성","2024 년 10 월",206000,8010.84138581192
"용산구","이촌동","우성","2024 년 11 월",144500,8193.29896907216
"용산구","이촌동","우성","2024 년 12 월",174000,7030.03338790165
"용산구","이촌동","우성","2025 년 01 월",147500,8363.40206185567
"용산구","이촌동","우성","2025 년 02 월",147000,8335.05154639175
"용산구","이촌동","우성","2025 년 03 월",188750,7454.25336349865
"용산구","이촌동","우성","2025 년 05 월",214600,7960.22383191761
"용산구","이촌동","이촌동삼성리버스위트","2024 년 01 월",305000,7461.08228317272
"용산구","이촌동","이촌동삼성리버스위트","2024 년 03 월",363000,6624.82026324522
"용산구","이촌동","이촌동삼성리버스위트","2024 년 06 월",357500,7404.75331869408
"용산구","이촌동","이촌동삼성리버스위트","2024 년 08 월",346800,8483.61749444032
"용산구","이촌동","이촌동삼성리버스위트","2024 년 09 월",390000,7117.57548943701
"용산구","이촌동","이촌동삼성리버스위트","2025 년 02 월",271000,6629.35507783543
"용산구","이촌동","이촌동삼성리버스위트","2025 년 03 월",362333.333333333,7263.91705884133
"용산구","이촌동","이촌동삼성리버스위트","2025 년 06 월",300000,8981.22108318969
"용산구","이촌동","이촌코오롱(A)","2024 년 01 월",154500,8523.06920762287
"용산구","이촌동","이촌코오롱(A)","2024 년 03 월",167900,8179.53873415481
"용산구","이촌동","이촌코오롱(A)","2024 년 04 월",178250,7558.19292043615
"용산구","이촌동","이촌코오롱(A)","2024 년 05 월",168125,7749.03931539842
"용산구","이촌동","이촌코오롱(A)","2024 년 06 월",190457.142857143,7794.64888379929
"용산구","이촌동","이촌코오롱(A)","2024 년 07 월",168000,8000.97388687118
"용산구","이촌동","이촌코오롱(A)","2024 년 08 월",165750,9143.68104312939
"용산구","이촌동","이촌코오롱(A)","2024 년 10 월",162000,8936.81043129388
"용산구","이촌동","이촌코오롱(A)","2024 년 11 월",260000,7481.0358357311
"용산구","이촌동","이촌코오롱(A)","2024 년 12 월",160000,8826.47943831494
"용산구","이촌동","이촌코오롱(A)","2025 년 01 월",167250,9226.42928786359
"용산구","이촌동","이촌코오롱(A)","2025 년 02 월",192055.555555556,8727.43052906401
"용산구","이촌동","이촌코오롱(A)","2025 년 03 월",211533.333333333,9166.29837613809
"용산구","이촌동","이촌코오롱(A)","2025 년 05 월",214200,8478.03740097229
"용산구","이촌동","이촌코오롱(B)","2024 년 04 월",152000,8385.1554663992
"용산구","이촌동","이촌코오롱(B)","2024 년 07 월",154000,8495.48645937813
"용산구","이촌동","이촌코오롱(B)","2024 년 08 월",170000,9378.13440320963
"용산구","이촌동","이촌코오롱(B)","2025 년 03 월",172000,9488.46539618857
"용산구","이촌동","이촌코오롱(B)","2025 년 06 월",183500,10122.8686058175
"용산구","이촌동","장미","2024 년 05 월",255000,4277.87097758121
"용산구","이촌동","장미","2025 년 03 월",265000,4445.63062376087
"용산구","이촌동","점보","2024 년 01 월",180000,3344.2179934692
"용산구","이촌동","점보","2024 년 02 월",210000,3188.25910931174
"용산구","이촌동","점보","2024 년 06 월",196500,3650.77130953721
"용산구","이촌동","점보","2024 년 08 월",211000,3448.05550334192
"용산구","이촌동","점보","2025 년 03 월",199500,3722.62248973161
"용산구","이촌동","점보","2025 년 04 월",209500,3892.2981646211
"용산구","이촌동","제일","2024 년 06 월",146000,3736.91150236562
"용산구","이촌동","제일","2025 년 03 월",151000,3966.72504378284
"용산구","이촌동","퀸스리버빌","2024 년 09 월",260000,4278.23485415108
"용산구","이촌동","한가람","2024 년 01 월",170375,8209.47175251993
"용산구","이촌동","한가람","2024 년 02 월",220750,7732.9658174802
"용산구","이촌동","한가람","2024 년 03 월",177126.666666667,8490.41007978373
"용산구","이촌동","한가람","2024 년 04 월",194250,8232.78692881676
"용산구","이촌동","한가람","2024 년 05 월",187272.727272727,8689.26435044582
"용산구","이촌동","한가람","2024 년 06 월",187884.615384615,8506.19269719038
"용산구","이촌동","한가람","2024 년 07 월",201928.571428571,9030.64574894179
"용산구","이촌동","한가람","2024 년 08 월",204500,9094.81262073647
"용산구","이촌동","한가람","2024 년 09 월",222250,8710.03227749863
"용산구","이촌동","한가람","2024 년 10 월",236283.333333333,8731.85513307497
"용산구","이촌동","한가람","2024 년 11 월",227214.285714286,8682.12265955225
"용산구","이촌동","한가람","2024 년 12 월",236666.666666667,8309.79113296328
"용산구","이촌동","한가람","2025 년 01 월",198285.714285714,9049.07189864369
"용산구","이촌동","한가람","2025 년 02 월",211825,9293.68896010188
"용산구","이촌동","한가람","2025 년 03 월",229325,9206.94664134594
"용산구","이촌동","한가람","2025 년 04 월",224000,8997.90839507826
"용산구","이촌동","한가람","2025 년 05 월",208562.5,10625.8746616406
"용산구","이촌동","한가람","2025 년 06 월",221180,10636.6890356914
"용산구","이촌동","한강(대우)","2024 년 02 월",186000,7222.87597081666
"용산구","이촌동","한강(대우)","2024 년 04 월",238000,5796.30996309963
"용산구","이촌동","한강(대우)","2024 년 05 월",197416.666666667,7072.30519069917
"용산구","이촌동","한강(대우)","2024 년 06 월",179916.666666667,8296.82273832988
"용산구","이촌동","한강(대우)","2024 년 07 월",177600,8761.27257997357
"용산구","이촌동","한강(대우)","2024 년 08 월",218700,8041.59710069677
"용산구","이촌동","한강(대우)","2024 년 09 월",224000,8182.82287822878
"용산구","이촌동","한강(대우)","2024 년 10 월",199000,7727.70063544363
"용산구","이촌동","한강(대우)","2024 년 11 월",194000,8972.42998352553
"용산구","이촌동","한강(대우)","2024 년 12 월",251000,6175.35227018564
"용산구","이촌동","한강(대우)","2025 년 01 월",213000,8271.35796658037
"용산구","이촌동","한강(대우)","2025 년 02 월",199312.5,8632.51675885728
"용산구","이촌동","한강(대우)","2025 년 03 월",244400,8508.80080464036
